,method,test
10,"  public HttpResponseBodyPart getPart() {
    return part;
  }","  public void test2()  throws Throwable  {
      HttpResponseBodyPartProgress httpResponseBodyPartProgress0 = new HttpResponseBodyPartProgress((HttpResponseBodyPart) null);
      HttpResponseBodyPart httpResponseBodyPart0 = httpResponseBodyPartProgress0.getPart();
}"
11,"  public long getTotal() {
    return total;
  }","  public void test0()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(0L, 0L, 0L);
      long long0 = contentWriteProgress0.getTotal();
}"
12,"  public long getCurrent() {
    return current;
  }","  public void test1()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-2L), (-2L), (-2L));
      long long0 = contentWriteProgress0.getTotal();
}"
13,"  public long getTotal() {
    return total;
  }","  public void test2()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-2L), (-2L), (-2L));
      long long0 = contentWriteProgress0.getTotal();
}"
14,"  public long getAmount() {
    return amount;
  }","  public void test3()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-2L), (-2L), (-2L));
      long long0 = contentWriteProgress0.getTotal();
}"
15,"  public long getCurrent() {
    return current;
  }","  public void test4()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(0L, 0L, 0L);
      long long0 = contentWriteProgress0.getCurrent();
}"
16,"  public long getCurrent() {
    return current;
  }","  public void test5()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-1638L), (-1638L), (-1638L));
      long long0 = contentWriteProgress0.getCurrent();
}"
17,"  public long getTotal() {
    return total;
  }","  public void test6()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-1638L), (-1638L), (-1638L));
      long long0 = contentWriteProgress0.getCurrent();
}"
18,"  public long getAmount() {
    return amount;
  }","  public void test7()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-1638L), (-1638L), (-1638L));
      long long0 = contentWriteProgress0.getCurrent();
}"
19,"  public long getAmount() {
    return amount;
  }","  public void test8()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(0L, 0L, 0L);
      long long0 = contentWriteProgress0.getAmount();
}"
20,"  public long getAmount() {
    return amount;
  }","  public void test9()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-7L), (-7L), (-7L));
      long long0 = contentWriteProgress0.getAmount();
}"
21,"  public long getCurrent() {
    return current;
  }","  public void test10()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-7L), (-7L), (-7L));
      long long0 = contentWriteProgress0.getAmount();
}"
22,"  public long getTotal() {
    return total;
  }","  public void test11()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress((-7L), (-7L), (-7L));
      long long0 = contentWriteProgress0.getAmount();
}"
23,"  public long getTotal() {
    return total;
  }","  public void test12()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getTotal();
}"
24,"  public long getAmount() {
    return amount;
  }","  public void test13()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getTotal();
}"
25,"  public long getCurrent() {
    return current;
  }","  public void test14()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getTotal();
}"
26,"  public long getTotal() {
    return total;
  }","  public void test15()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getCurrent();
}"
27,"  public long getCurrent() {
    return current;
  }","  public void test16()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getCurrent();
}"
28,"  public long getAmount() {
    return amount;
  }","  public void test17()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getCurrent();
}"
29,"  public String toString() {
    return ""ContentWriteProgress [amount="" + amount + "", current="" + current + "", total="" + total + ""]"";
  }","  public void test18()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      String string0 = contentWriteProgress0.toString();
}"
30,"  public long getAmount() {
    return amount;
  }","  public void test19()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getAmount();
}"
31,"  public long getCurrent() {
    return current;
  }","  public void test20()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getAmount();
}"
32,"  public long getTotal() {
    return total;
  }","  public void test21()  throws Throwable  {
      ContentWriteProgress contentWriteProgress0 = new ContentWriteProgress(2538L, 2538L, 2538L);
      long long0 = contentWriteProgress0.getAmount();
}"
33,"  public void consume(ByteBuffer byteBuffer) throws IOException {
    byteBuffer.put(byteBuffer);
  }","  public void test0()  throws Throwable  {
      ByteBuffer byteBuffer0 = ByteBuffer.allocateDirect((short)324);
      ByteBuffer byteBuffer1 = byteBuffer0.asReadOnlyBuffer();
      ByteBufferBodyConsumer byteBufferBodyConsumer0 = new ByteBufferBodyConsumer(byteBuffer0);
      // Undeclared exception!
      try { 
        byteBufferBodyConsumer0.consume(byteBuffer1);
        fail(""Expecting exception: ReadOnlyBufferException"");
      } catch(ReadOnlyBufferException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.nio.DirectByteBufferR"", e);
      }
  }"
34,"  public void consume(ByteBuffer byteBuffer) throws IOException {
    byteBuffer.put(byteBuffer);
  }","  public void test1()  throws Throwable  {
      ByteBufferBodyConsumer byteBufferBodyConsumer0 = new ByteBufferBodyConsumer((ByteBuffer) null);
      // Undeclared exception!
      try { 
        byteBufferBodyConsumer0.consume((ByteBuffer) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.asynchttpclient.extras.simple.ByteBufferBodyConsumer"", e);
      }
  }"
35,"  public void close() throws IOException {
    byteBuffer.flip();
  }","  public void test2()  throws Throwable  {
      ByteBufferBodyConsumer byteBufferBodyConsumer0 = new ByteBufferBodyConsumer((ByteBuffer) null);
      // Undeclared exception!
      try { 
        byteBufferBodyConsumer0.close();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.asynchttpclient.extras.simple.ByteBufferBodyConsumer"", e);
      }
  }"
36,"  public void close() throws IOException {
    byteBuffer.flip();
  }","  public void test3()  throws Throwable  {
      ByteBuffer byteBuffer0 = ByteBuffer.allocateDirect((short)324);
      ByteBufferBodyConsumer byteBufferBodyConsumer0 = new ByteBufferBodyConsumer(byteBuffer0);
      byteBufferBodyConsumer0.close();
  }"
37,"  public void consume(ByteBuffer byteBuffer) throws IOException {
    byteBuffer.put(byteBuffer);
  }","  public void test4()  throws Throwable  {
      ByteBuffer byteBuffer0 = ByteBuffer.allocateDirect((short)324);
      ByteBufferBodyConsumer byteBufferBodyConsumer0 = new ByteBufferBodyConsumer(byteBuffer0);
      // Undeclared exception!
      try { 
        byteBufferBodyConsumer0.consume(byteBuffer0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.nio.DirectByteBuffer"", e);
      }
  }"
38,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test0()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder1 = simpleAsyncHttpClient_Builder0.setHeader(""io.netty.handler.ssl.JettyAlpnSslEngine"", simpleAsyncHttpClient_Builder0);
}"
39,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test1()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      char[] charArray0 = new char[4];
      charArray0[0] = 'v';
      charArray0[1] = 'p';
      charArray0[2] = '4';
      charArray0[3] = '5';
      AsciiString asciiString0 = new AsciiString(charArray0);
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder1 = simpleAsyncHttpClient_Builder0.addHeader(asciiString0, (Object) null);
}"
40,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test2()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      SimpleAsyncHttpClient.DerivedBuilder simpleAsyncHttpClient_DerivedBuilder0 = simpleAsyncHttpClient_Builder0.setVirtualHost(""EMI"");
}"
41,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test3()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      // Undeclared exception!
      try { 
        simpleAsyncHttpClient_Builder0.setUrl(""61"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // 61 could not be parsed into a proper Uri, missing scheme
         //
         verifyException(""org.asynchttpclient.uri.Uri"", e);
      }
  }"
42,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test4()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      SimpleAsyncHttpClient.DerivedBuilder simpleAsyncHttpClient_DerivedBuilder0 = simpleAsyncHttpClient_Builder0.setResumableDownload(true);
}"
43,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test5()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      LinkedList<Param> linkedList0 = new LinkedList<Param>();
      SimpleAsyncHttpClient.DerivedBuilder simpleAsyncHttpClient_DerivedBuilder0 = simpleAsyncHttpClient_Builder0.setFormParams((List<Param>) linkedList0);
}"
44,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test6()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      SimpleAsyncHttpClient.DerivedBuilder simpleAsyncHttpClient_DerivedBuilder0 = simpleAsyncHttpClient_Builder0.setFollowRedirect(false);
}"
45,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test7()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      SimpleAsyncHttpClient.DerivedBuilder simpleAsyncHttpClient_DerivedBuilder0 = simpleAsyncHttpClient_Builder0.addQueryParam(""8"", ""GET"");
}"
46,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test8()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      SimpleAsyncHttpClient.DerivedBuilder simpleAsyncHttpClient_DerivedBuilder0 = simpleAsyncHttpClient_Builder0.addFormParam(""Reauthenticated cached principal '"", ""-H3>As^1EOC=G65T+"");
}"
47,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test9()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      byte[] byteArray0 = new byte[7];
      ByteArrayPart byteArrayPart0 = new ByteArrayPart(""low"", byteArray0, ""CjZol"");
      SimpleAsyncHttpClient.DerivedBuilder simpleAsyncHttpClient_DerivedBuilder0 = simpleAsyncHttpClient_Builder0.addBodyPart(byteArrayPart0);
}"
48,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test10()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder1 = simpleAsyncHttpClient_Builder0.setHeaders((HttpHeaders) null);
}"
49,"  private SimpleAsyncHttpClient(AsyncHttpClientConfig config, RequestBuilder requestBuilder, ThrowableHandler defaultThrowableHandler,
                                ErrorDocumentBehaviour errorDocumentBehaviour, boolean resumeEnabled, AsyncHttpClient ahc, SimpleAHCTransferListener listener) {
    this.config = config;
    this.requestBuilder = requestBuilder;
    this.defaultThrowableHandler = defaultThrowableHandler;
    this.resumeEnabled = resumeEnabled;
    this.errorDocumentBehaviour = errorDocumentBehaviour;
    this.asyncHttpClient = ahc;
    this.listener = listener;

    this.derived = ahc != null;
  }","  public void test11()  throws Throwable  {
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder0 = new SimpleAsyncHttpClient.Builder();
      DefaultCookie defaultCookie0 = new DefaultCookie(""domain"", ""domain"");
      SimpleAsyncHttpClient.Builder simpleAsyncHttpClient_Builder1 = simpleAsyncHttpClient_Builder0.addCookie(defaultCookie0);
}"
