,method,test
10,"    public String getSeparatorUsedInInput() {
        beginRead(false);
        try {
            return separatorUsedInInput;
        } finally {
            endRead();
        }
    }","  public void test10()  throws Throwable  {
      BaseHierarchicalConfiguration baseHierarchicalConfiguration0 = new BaseHierarchicalConfiguration();
      INIConfiguration iNIConfiguration0 = new INIConfiguration(baseHierarchicalConfiguration0);
      iNIConfiguration0.setSeparatorUsedInInput("""");
      String string0 = iNIConfiguration0.getSeparatorUsedInInput();
}"
11,"    public SubnodeConfiguration getSection(final String name) {
        if (name == null) {
            return getGlobalSection();
        }
        try {
            return (SubnodeConfiguration) configurationAt(name, true);
        } catch (final ConfigurationRuntimeException iex) {
            // the passed in key does not map to exactly one node
            // obtain the node for the section, create it on demand
            final InMemoryNodeModel parentModel = getSubConfigurationParentModel();
            final NodeSelector selector = parentModel.trackChildNodeWithCreation(null, name, this);
            return createSubConfigurationForTrackedNode(selector, this);
        }
    }","  public void test11()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setThrowExceptionOnMissing(true);
      SubnodeConfiguration subnodeConfiguration0 = iNIConfiguration0.getSection(""K%f%HM\""h1/"");
}"
12,"    public String getCommentLeadingCharsUsedInInput() {
        beginRead(false);
        try {
            return commentCharsUsedInInput;
        } finally {
            endRead();
        }
    }","  public void test12()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setCommentLeadingCharsUsedInInput((String) null);
      String string0 = iNIConfiguration0.getCommentLeadingCharsUsedInInput();
}"
13,"    public String getCommentLeadingCharsUsedInInput() {
        beginRead(false);
        try {
            return commentCharsUsedInInput;
        } finally {
            endRead();
        }
    }","  public void test13()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setCommentLeadingCharsUsedInInput("""");
      String string0 = iNIConfiguration0.getCommentLeadingCharsUsedInInput();
}"
14,"    public void write(final Writer writer) throws ConfigurationException, IOException {
        final PrintWriter out = new PrintWriter(writer);
        boolean first = true;
        final String separator = getSeparatorUsedInOutput();

        beginRead(false);
        try {
            for (final ImmutableNode node : getModel().getNodeHandler().getRootNode().getChildren()) {
                if (isSectionNode(node)) {
                    if (!first) {
                        out.println();
                    }
                    out.print(""["");
                    out.print(node.getNodeName());
                    out.print(""]"");
                    out.println();

                    for (final ImmutableNode child : node) {
                        writeProperty(out, child.getNodeName(), child.getValue(), separator);
                    }
                } else {
                    writeProperty(out, node.getNodeName(), node.getValue(), separator);
                }
                first = false;
            }
            out.println();
            out.flush();
        } finally {
            endRead();
        }
    }","  public void test14()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      // Undeclared exception!
      try { 
        iNIConfiguration0.write((Writer) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.io.Writer"", e);
      }
  }"
15,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test15()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration((HierarchicalConfiguration<ImmutableNode>) null);
      // Undeclared exception!
      try { 
        iNIConfiguration0.read((Reader) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.io.Reader"", e);
      }
  }"
16,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test16()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      PipedReader pipedReader0 = new PipedReader();
      try { 
        iNIConfiguration0.read(pipedReader0);
        fail(""Expecting exception: IOException"");
      } catch(IOException e) {
         //
         // Pipe not connected
         //
         verifyException(""java.io.PipedReader"", e);
      }
  }"
17,"    protected boolean isCommentLine(final String line) {
        if (line == null) {
            return false;
        }
        // blank lines are also treated as comment lines
        return line.isEmpty() || getCommentLeadingCharsUsedInInput().indexOf(line.charAt(0)) >= 0;
    }","  public void test17()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setCommentLeadingCharsUsedInInput((String) null);
      // Undeclared exception!
      try { 
        iNIConfiguration0.isCommentLine("",Vr^K&V"");
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.configuration2.INIConfiguration"", e);
      }
  }"
18,"    public SubnodeConfiguration getSection(final String name) {
        if (name == null) {
            return getGlobalSection();
        }
        try {
            return (SubnodeConfiguration) configurationAt(name, true);
        } catch (final ConfigurationRuntimeException iex) {
            // the passed in key does not map to exactly one node
            // obtain the node for the section, create it on demand
            final InMemoryNodeModel parentModel = getSubConfigurationParentModel();
            final NodeSelector selector = parentModel.trackChildNodeWithCreation(null, name, this);
            return createSubConfigurationForTrackedNode(selector, this);
        }
    }","  public void test18()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      SystemConfiguration systemConfiguration0 = new SystemConfiguration();
      iNIConfiguration0.copy(systemConfiguration0);
      // Undeclared exception!
      iNIConfiguration0.getSection(""q"");
  }"
19,"    public INIConfiguration() {
    }","  public void test19()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      InMemoryNodeModel inMemoryNodeModel0 = new InMemoryNodeModel();
      NodeSelector nodeSelector0 = inMemoryNodeModel0.trackChildNodeWithCreation("""", """", iNIConfiguration0);
      AbstractYAMLBasedConfiguration abstractYAMLBasedConfiguration0 = new AbstractYAMLBasedConfiguration();
      SubnodeConfiguration subnodeConfiguration0 = iNIConfiguration0.createSubConfigurationForTrackedNode(nodeSelector0, abstractYAMLBasedConfiguration0);
      INIConfiguration iNIConfiguration1 = null;
      try {
        iNIConfiguration1 = new INIConfiguration(subnodeConfiguration0);
        fail(""Expecting exception: RuntimeException"");
      } catch(RuntimeException e) {
         //
         // No tracked node found: org.apache.commons.configuration2.tree.NodeSelector@27[keys=[(0)]]
         //
         verifyException(""org.apache.commons.configuration2.tree.NodeTracker"", e);
      }
  }"
20,"    public INIConfiguration() {
    }","  public void test20()  throws Throwable  {
      YAMLConfiguration yAMLConfiguration0 = new YAMLConfiguration((HierarchicalConfiguration<ImmutableNode>) null);
      NodeSelector nodeSelector0 = new NodeSelector(""[A`jkk):&,b%|XT)|dK"");
      TrackedNodeModel trackedNodeModel0 = new TrackedNodeModel(yAMLConfiguration0, nodeSelector0, false);
      BaseHierarchicalConfiguration baseHierarchicalConfiguration0 = new BaseHierarchicalConfiguration(trackedNodeModel0);
      INIConfiguration iNIConfiguration0 = null;
      try {
        iNIConfiguration0 = new INIConfiguration(baseHierarchicalConfiguration0);
        fail(""Expecting exception: ClassCastException"");
      } catch(ClassCastException e) {
         //
         // org.apache.commons.configuration2.tree.TrackedNodeModel cannot be cast to org.apache.commons.configuration2.tree.InMemoryNodeModel
         //
         verifyException(""org.apache.commons.configuration2.BaseHierarchicalConfiguration"", e);
      }
  }"
21,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test21()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setSeparatorUsedInInput(""[v_Sr@a'(.ok! N"");
      StringReader stringReader0 = new StringReader(""setSeverName"");
      iNIConfiguration0.read(stringReader0);
}"
22,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test22()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setSeparatorUsedInInput(""v_Sc@a'(.ok{ N"");
      StringReader stringReader0 = new StringReader(""c.owner"");
      iNIConfiguration0.read(stringReader0);
}"
23,"    public String getCommentLeadingCharsUsedInInput() {
        beginRead(false);
        try {
            return commentCharsUsedInInput;
        } finally {
            endRead();
        }
    }","  public void test23()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      String string0 = iNIConfiguration0.getCommentLeadingCharsUsedInInput();
}"
24,"    public String getSeparatorUsedInOutput() {
        beginRead(false);
        try {
            return separatorUsedInOutput;
        } finally {
            endRead();
        }
    }","  public void test24()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration((HierarchicalConfiguration<ImmutableNode>) null);
      String string0 = iNIConfiguration0.getSeparatorUsedInOutput();
}"
25,"    public SubnodeConfiguration getSection(final String name) {
        if (name == null) {
            return getGlobalSection();
        }
        try {
            return (SubnodeConfiguration) configurationAt(name, true);
        } catch (final ConfigurationRuntimeException iex) {
            // the passed in key does not map to exactly one node
            // obtain the node for the section, create it on demand
            final InMemoryNodeModel parentModel = getSubConfigurationParentModel();
            final NodeSelector selector = parentModel.trackChildNodeWithCreation(null, name, this);
            return createSubConfigurationForTrackedNode(selector, this);
        }
    }","  public void test25()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      SubnodeConfiguration subnodeConfiguration0 = iNIConfiguration0.getSection((String) null);
      InMemoryNodeModel inMemoryNodeModel0 = subnodeConfiguration0.getRootNodeModel();
      inMemoryNodeModel0.trackChildNodeWithCreation((String) null, (String) null, iNIConfiguration0);
      iNIConfiguration0.append(subnodeConfiguration0);
}"
26,"    public SubnodeConfiguration getSection(final String name) {
        if (name == null) {
            return getGlobalSection();
        }
        try {
            return (SubnodeConfiguration) configurationAt(name, true);
        } catch (final ConfigurationRuntimeException iex) {
            // the passed in key does not map to exactly one node
            // obtain the node for the section, create it on demand
            final InMemoryNodeModel parentModel = getSubConfigurationParentModel();
            final NodeSelector selector = parentModel.trackChildNodeWithCreation(null, name, this);
            return createSubConfigurationForTrackedNode(selector, this);
        }
    }","  public void test26()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      SubnodeConfiguration subnodeConfiguration0 = iNIConfiguration0.getSection((String) null);
      subnodeConfiguration0.addPropertyInternal(""Yv+i "", ""Yv+i "");
      iNIConfiguration0.append(subnodeConfiguration0);
}"
27,"    public Set<String> getSections() {
        final Set<String> sections = new LinkedHashSet<>();
        boolean globalSection = false;
        boolean inSection = false;

        beginRead(false);
        try {
            for (final ImmutableNode node : getModel().getNodeHandler().getRootNode().getChildren()) {
                if (isSectionNode(node)) {
                    inSection = true;
                    sections.add(node.getNodeName());
                } else if (!inSection && !globalSection) {
                    globalSection = true;
                    sections.add(null);
                }
            }
        } finally {
            endRead();
        }

        return sections;
    }","  public void test27()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      CompositeConfiguration compositeConfiguration0 = new CompositeConfiguration();
      CompositeName compositeName0 = new CompositeName(""=:"");
      compositeConfiguration0.addPropertyDirect(""=:"", compositeName0);
      JMSDequeueOptions.StreamingMode jMSDequeueOptions_StreamingMode0 = JMSDequeueOptions.StreamingMode.DEQ_STREAMING_FLAG_DISABLED;
      compositeConfiguration0.addPropertyDirect(""=:"", jMSDequeueOptions_StreamingMode0);
      iNIConfiguration0.append(compositeConfiguration0);
      Set<String> set0 = iNIConfiguration0.getSections();
}"
28,"    public Set<String> getSections() {
        final Set<String> sections = new LinkedHashSet<>();
        boolean globalSection = false;
        boolean inSection = false;

        beginRead(false);
        try {
            for (final ImmutableNode node : getModel().getNodeHandler().getRootNode().getChildren()) {
                if (isSectionNode(node)) {
                    inSection = true;
                    sections.add(node.getNodeName());
                } else if (!inSection && !globalSection) {
                    globalSection = true;
                    sections.add(null);
                }
            }
        } finally {
            endRead();
        }

        return sections;
    }","  public void test28()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      CompositeConfiguration compositeConfiguration0 = new CompositeConfiguration();
      CompositeName compositeName0 = new CompositeName(""=:"");
      compositeConfiguration0.addPropertyDirect(""=:"", compositeName0);
      JMSDequeueOptions.StreamingMode jMSDequeueOptions_StreamingMode0 = JMSDequeueOptions.StreamingMode.DEQ_STREAMING_FLAG_DISABLED;
      compositeConfiguration0.addPropertyDirect(""=:"", jMSDequeueOptions_StreamingMode0);
      iNIConfiguration0.append(compositeConfiguration0);
      Set<String> set0 = iNIConfiguration0.getSections();
}"
29,"    public Set<String> getSections() {
        final Set<String> sections = new LinkedHashSet<>();
        boolean globalSection = false;
        boolean inSection = false;

        beginRead(false);
        try {
            for (final ImmutableNode node : getModel().getNodeHandler().getRootNode().getChildren()) {
                if (isSectionNode(node)) {
                    inSection = true;
                    sections.add(node.getNodeName());
                } else if (!inSection && !globalSection) {
                    globalSection = true;
                    sections.add(null);
                }
            }
        } finally {
            endRead();
        }

        return sections;
    }","  public void test29()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      Stack<SubnodeConfiguration> stack0 = new Stack<SubnodeConfiguration>();
      CompositeConfiguration compositeConfiguration0 = new CompositeConfiguration(stack0);
      CompositeName compositeName0 = new CompositeName(""getMaxRowSize"");
      compositeConfiguration0.addPropertyDirect(""tGXO)I${LEMf"", compositeName0);
      iNIConfiguration0.getSection(""3pUqkHRYd mE"");
      iNIConfiguration0.append(compositeConfiguration0);
      Set<String> set0 = iNIConfiguration0.getSections();
}"
30,"    public Set<String> getSections() {
        final Set<String> sections = new LinkedHashSet<>();
        boolean globalSection = false;
        boolean inSection = false;

        beginRead(false);
        try {
            for (final ImmutableNode node : getModel().getNodeHandler().getRootNode().getChildren()) {
                if (isSectionNode(node)) {
                    inSection = true;
                    sections.add(node.getNodeName());
                } else if (!inSection && !globalSection) {
                    globalSection = true;
                    sections.add(null);
                }
            }
        } finally {
            endRead();
        }

        return sections;
    }","  public void test30()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      Stack<SubnodeConfiguration> stack0 = new Stack<SubnodeConfiguration>();
      CompositeConfiguration compositeConfiguration0 = new CompositeConfiguration(stack0);
      CompositeName compositeName0 = new CompositeName(""getMaxRowSize"");
      compositeConfiguration0.addPropertyDirect(""tGXO)I${LEMf"", compositeName0);
      iNIConfiguration0.getSection(""3pUqkHRYd mE"");
      iNIConfiguration0.append(compositeConfiguration0);
      Set<String> set0 = iNIConfiguration0.getSections();
}"
31,"    public Set<String> getSections() {
        final Set<String> sections = new LinkedHashSet<>();
        boolean globalSection = false;
        boolean inSection = false;

        beginRead(false);
        try {
            for (final ImmutableNode node : getModel().getNodeHandler().getRootNode().getChildren()) {
                if (isSectionNode(node)) {
                    inSection = true;
                    sections.add(node.getNodeName());
                } else if (!inSection && !globalSection) {
                    globalSection = true;
                    sections.add(null);
                }
            }
        } finally {
            endRead();
        }

        return sections;
    }","  public void test31()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      Set<String> set0 = iNIConfiguration0.getSections();
}"
32,"    protected boolean isSectionLine(final String line) {
        if (line == null) {
            return false;
        }
        return line.startsWith(""["") && line.endsWith(""]"");
    }","  public void test32()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      boolean boolean0 = iNIConfiguration0.isSectionLine(""[V#HIZpN^"");
}"
33,"    protected boolean isSectionLine(final String line) {
        if (line == null) {
            return false;
        }
        return line.startsWith(""["") && line.endsWith(""]"");
    }","  public void test33()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      boolean boolean0 = iNIConfiguration0.isSectionLine((String) null);
}"
34,"    protected boolean isCommentLine(final String line) {
        if (line == null) {
            return false;
        }
        // blank lines are also treated as comment lines
        return line.isEmpty() || getCommentLeadingCharsUsedInInput().indexOf(line.charAt(0)) >= 0;
    }","  public void test34()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      boolean boolean0 = iNIConfiguration0.isCommentLine("""");
}"
35,"    protected boolean isCommentLine(final String line) {
        if (line == null) {
            return false;
        }
        // blank lines are also treated as comment lines
        return line.isEmpty() || getCommentLeadingCharsUsedInInput().indexOf(line.charAt(0)) >= 0;
    }","  public void test35()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      boolean boolean0 = iNIConfiguration0.isCommentLine((String) null);
}"
36,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test36()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      StringReader stringReader0 = new StringReader(""n(\""=#H~^j"");
      iNIConfiguration0.read(stringReader0);
}"
37,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test37()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setSeparatorUsedInInput(""c.column_name"");
      StringReader stringReader0 = new StringReader(""c.column_name"");
      iNIConfiguration0.read(stringReader0);
}"
38,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test38()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setSeparatorUsedInInput(""VDbfH6glV;rLhuz"");
      StringReader stringReader0 = new StringReader(""c.owner"");
      iNIConfiguration0.read(stringReader0);
}"
39,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test39()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setSeparatorUsedInInput(""1E(7g0A"");
      StringReader stringReader0 = new StringReader(""n(\""=#H~\\^j"");
      iNIConfiguration0.read(stringReader0);
}"
40,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test40()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      iNIConfiguration0.setSeparatorUsedInInput(""DbfH6glV;rLhuz"");
      StringReader stringReader0 = new StringReader(""DbfH6glV;rLhuz"");
      iNIConfiguration0.read(stringReader0);
}"
41,"    public void read(final Reader in) throws ConfigurationException, IOException {
        final BufferedReader bufferedReader = new BufferedReader(in);
        final Map<String, ImmutableNode.Builder> sectionBuilders = new LinkedHashMap<>();
        final ImmutableNode.Builder rootBuilder = new ImmutableNode.Builder();

        createNodeBuilders(bufferedReader, rootBuilder, sectionBuilders);
        final ImmutableNode rootNode = createNewRootNode(rootBuilder, sectionBuilders);
        addNodes(null, rootNode.getChildren());
    }","  public void test41()  throws Throwable  {
      INIConfiguration iNIConfiguration0 = new INIConfiguration();
      StringReader stringReader0 = new StringReader(""[/yV#HIZpN^]"");
      iNIConfiguration0.read(stringReader0);
}"
