,method,test
11,"    public PropertyDescriptor getPropertyDescriptor(final String name) {
        return descriptors.get(name);
    }","  public void test7()  throws Throwable  {
      Class<String> class0 = String.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor propertyDescriptor0 = new PropertyDescriptor(""ZQg;=UTsN%3L"", (Method) null, (Method) null);
      propertyDescriptor0.setBound(true);
      defaultIntrospectionContext0.addPropertyDescriptor(propertyDescriptor0);
      PropertyDescriptor propertyDescriptor1 = defaultIntrospectionContext0.getPropertyDescriptor(""ZQg;=UTsN%3L"");
}"
12,"    public boolean hasProperty(final String name) {
        return descriptors.containsKey(name);
    }","  public void test8()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      boolean boolean0 = defaultIntrospectionContext0.hasProperty((String) null);
}"
13,"    public void addPropertyDescriptors(final PropertyDescriptor[] descs) {
        if (descs == null) {
            throw new IllegalArgumentException(
                    ""Array with descriptors must not be null!"");
        }

        for (PropertyDescriptor desc : descs) {
            addPropertyDescriptor(desc);
        }
    }","  public void test9()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor[] propertyDescriptorArray0 = new PropertyDescriptor[2];
      // Undeclared exception!
      try { 
        defaultIntrospectionContext0.addPropertyDescriptors(propertyDescriptorArray0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Property descriptor must not be null!
         //
         verifyException(""org.apache.commons.beanutils.DefaultIntrospectionContext"", e);
      }
  }"
14,"    public void addPropertyDescriptors(final PropertyDescriptor[] descs) {
        if (descs == null) {
            throw new IllegalArgumentException(
                    ""Array with descriptors must not be null!"");
        }

        for (PropertyDescriptor desc : descs) {
            addPropertyDescriptor(desc);
        }
    }","  public void test10()  throws Throwable  {
      Class<String> class0 = String.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      // Undeclared exception!
      try { 
        defaultIntrospectionContext0.addPropertyDescriptors((PropertyDescriptor[]) null);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Array with descriptors must not be null!
         //
         verifyException(""org.apache.commons.beanutils.DefaultIntrospectionContext"", e);
      }
  }"
15,"    public void addPropertyDescriptor(final PropertyDescriptor desc) {
        if (desc == null) {
            throw new IllegalArgumentException(
                    ""Property descriptor must not be null!"");
        }
        descriptors.put(desc.getName(), desc);
    }","  public void test11()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      // Undeclared exception!
      try { 
        defaultIntrospectionContext0.addPropertyDescriptor((PropertyDescriptor) null);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Property descriptor must not be null!
         //
         verifyException(""org.apache.commons.beanutils.DefaultIntrospectionContext"", e);
      }
  }"
16,"    public boolean hasProperty(final String name) {
        return descriptors.containsKey(name);
    }","  public void test12()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor propertyDescriptor0 = new PropertyDescriptor(""y%"", class0, (String) null, (String) null);
      defaultIntrospectionContext0.addPropertyDescriptor(propertyDescriptor0);
      boolean boolean0 = defaultIntrospectionContext0.hasProperty(""y%"");
}"
17,"    public void addPropertyDescriptors(final PropertyDescriptor[] descs) {
        if (descs == null) {
            throw new IllegalArgumentException(
                    ""Array with descriptors must not be null!"");
        }

        for (PropertyDescriptor desc : descs) {
            addPropertyDescriptor(desc);
        }
    }","  public void test13()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor[] propertyDescriptorArray0 = defaultIntrospectionContext0.getPropertyDescriptors();
      defaultIntrospectionContext0.addPropertyDescriptors(propertyDescriptorArray0);
}"
18,"    public Set<String> propertyNames() {
        return descriptors.keySet();
    }","  public void test14()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      Set<String> set0 = defaultIntrospectionContext0.propertyNames();
}"
19,"    public PropertyDescriptor getPropertyDescriptor(final String name) {
        return descriptors.get(name);
    }","  public void test15()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor propertyDescriptor0 = defaultIntrospectionContext0.getPropertyDescriptor((String) null);
}"
20,"    public Class<?> getTargetClass() {
        return currentClass;
    }","  public void test16()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      Class<?> class1 = defaultIntrospectionContext0.getTargetClass();
}"
21,"    public void removePropertyDescriptor(final String name) {
        descriptors.remove(name);
    }","  public void test17()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      defaultIntrospectionContext0.removePropertyDescriptor((String) null);
  }"
22,"    public NestedNullException() {
        super();
    }","  public void test0()  throws Throwable  {
      NestedNullException nestedNullException0 = new NestedNullException(""Tx97nEP7t_@/1"");
  }"
23,"    public NestedNullException() {
        super();
    }","  public void test1()  throws Throwable  {
      NestedNullException nestedNullException0 = new NestedNullException();
  }"
24,"    public static void copyProperty(final Object bean, final String name, final Object value)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().copyProperty(bean, name, value);
    }","  public void test0()  throws Throwable  {
      WeakFastHashMap<Object, String> weakFastHashMap0 = new WeakFastHashMap<Object, String>();
      BeanUtils.copyProperty(""+xN;AD'wb=sVZ*o3"", ""+xN;AD'wb=sVZ*o3"", weakFastHashMap0);
}"
25,"    public static boolean initCause(final Throwable throwable, final Throwable cause) {
        return BeanUtilsBean.getInstance().initCause(throwable, cause);
    }","  public void test1()  throws Throwable  {
      MockThrowable mockThrowable0 = new MockThrowable();
      MockThrowable mockThrowable1 = new MockThrowable(""Exception during introspection"");
      boolean boolean0 = BeanUtils.initCause(mockThrowable0, mockThrowable1);
}"
26,"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test2()  throws Throwable  {
      Map<Integer, Object> map0 = BeanUtils.createCache();
      String string0 = BeanUtils.getProperty(map0, """");
}"
27,"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test3()  throws Throwable  {
      WeakFastHashMap<String, String> weakFastHashMap0 = new WeakFastHashMap<String, String>();
      weakFastHashMap0.put(""<NULL>"", """");
      String string0 = BeanUtils.getProperty(weakFastHashMap0, ""<NULL>"");
}"
28,"    public static String getNestedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getNestedProperty(bean, name);

    }","  public void test4()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>();
      Integer integer0 = new Integer(0);
      weakFastHashMap0.put("""", integer0);
      String string0 = BeanUtils.getNestedProperty(weakFastHashMap0, """");
}"
29,"    public static int getDebug() {
        return (debug);
    }","  public void test5()  throws Throwable  {
      BeanUtils.setDebug(1);
      int int0 = BeanUtils.getDebug();
}"
30,"    public static int getDebug() {
        return (debug);
    }","  public void test6()  throws Throwable  {
      BeanUtils.setDebug((-434));
      int int0 = BeanUtils.getDebug();
}"
31,"    public static boolean getCacheFast(final Map<?, ?> map) {
        if (map instanceof WeakFastHashMap) {
            return ((WeakFastHashMap<?, ?>) map).getFast();
        } else {
            return false;
        }
    }","  public void test7()  throws Throwable  {
      WeakFastHashMap<Object, Integer> weakFastHashMap0 = new WeakFastHashMap<Object, Integer>();
      weakFastHashMap0.setFast(true);
      boolean boolean0 = BeanUtils.getCacheFast(weakFastHashMap0);
}"
32,"    public static String[] getArrayProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getArrayProperty(bean, name);
    }","  public void test8()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(0);
      weakFastHashMap0.put(""Bv]l]X:o1bP136L^K-"", ""Bv]l]X:o1bP136L^K-"");
      String[] stringArray0 = BeanUtils.getArrayProperty(weakFastHashMap0, ""Bv]l]X:o1bP136L^K-"");
}"
33,"    public static Map<String, String> describe(final Object bean)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().describe(bean);
    }","  public void test9()  throws Throwable  {
      Map<String, String> map0 = BeanUtils.describe(""Bv]l]X:o1bP136L^K-"");
}"
34,"    public static void setProperty(final Object bean, final String name, final Object value)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().setProperty(bean, name, value);
    }","  public void test10()  throws Throwable  {
      WeakFastHashMap<Object, String> weakFastHashMap0 = new WeakFastHashMap<Object, String>();
      Integer integer0 = new Integer(0);
      // Undeclared exception!
      try { 
        BeanUtils.setProperty(weakFastHashMap0, (String) null, integer0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // No name specified for bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
35,"    public static void populate(final Object bean, final Map<String, ? extends Object> properties)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().populate(bean, properties);
    }","  public void test11()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(3195, 3195);
      weakFastHashMap0.put(""|Vmi;6_wO=0QS(Psl3A"", ""|Vmi;6_wO=0QS(Psl3A"");
      // Undeclared exception!
      try { 
        BeanUtils.populate(""org.apache.commons.beanutils.BeanUtils"", weakFastHashMap0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Missing End Delimiter
         //
         verifyException(""org.apache.commons.beanutils.expression.DefaultResolver"", e);
      }
  }"
36,"    public static String getSimpleProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getSimpleProperty(bean, name);

    }","  public void test12()  throws Throwable  {
      Integer integer0 = new Integer(0);
      // Undeclared exception!
      try { 
        BeanUtils.getSimpleProperty(integer0, ""org.apache.commons.beanutils.BeanUtils"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Nested property names are not allowed: Property 'org.apache.commons.beanutils.BeanUtils' on bean class 'class java.lang.Integer'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
37,"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test13()  throws Throwable  {
      Map<String, String> map0 = BeanUtils.createCache();
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(map0);
      Object object0 = BeanUtils.cloneBean(weakFastHashMap0);
      // Undeclared exception!
      try { 
        BeanUtils.getProperty(object0, ""Yfq y; =.w"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Null property value for 'Yfq y; =.w' on bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
38,"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test14()  throws Throwable  {
      Object object0 = new Object();
      try { 
        BeanUtils.getProperty(object0, ""Zr"");
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property 'Zr' on class 'class java.lang.Object'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
39,"    public static String getNestedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getNestedProperty(bean, name);

    }","  public void test15()  throws Throwable  {
      Map<Object, String> map0 = BeanUtils.createCache();
      // Undeclared exception!
      try { 
        BeanUtils.getNestedProperty(map0, ""q.^`ArOO"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Null property value for 'q.^`ArOO' on bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
40,"    public static String getNestedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getNestedProperty(bean, name);

    }","  public void test16()  throws Throwable  {
      MockThrowable mockThrowable0 = new MockThrowable();
      try { 
        BeanUtils.getNestedProperty(mockThrowable0, ""6PD|M$SUADLX^sM<MO="");
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property '6PD|M$SUADLX^sM<MO=' on class 'class org.evosuite.runtime.mock.java.lang.MockThrowable'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
41,"    public static String getNestedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getNestedProperty(bean, name);

    }","  public void test17()  throws Throwable  {
      Object object0 = new Object();
      // Undeclared exception!
      try { 
        BeanUtils.getNestedProperty(object0, (String) null);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // No name specified for bean class 'class java.lang.Object'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
42,"    public static String getMappedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getMappedProperty(bean, name);

    }","  public void test18()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>();
      WeakFastHashMap<Object, Object> weakFastHashMap1 = new WeakFastHashMap<Object, Object>(weakFastHashMap0);
      // Undeclared exception!
      try { 
        BeanUtils.getMappedProperty((Object) weakFastHashMap1, ""."", """");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Null property value for '' on bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
43,"    public static String getMappedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getMappedProperty(bean, name);

    }","  public void test19()  throws Throwable  {
      Object object0 = new Object();
      try { 
        BeanUtils.getMappedProperty(object0, ""uCc"", ""uCc"");
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property 'uCc'+ on bean class 'class java.lang.Object'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
44,"    public static String getMappedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getMappedProperty(bean, name);

    }","  public void test20()  throws Throwable  {
      MockThrowable mockThrowable0 = new MockThrowable();
      try { 
        BeanUtils.getMappedProperty((Object) mockThrowable0, ""Error getting the Throwable initCause() method"");
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property 'Error getting the Throwable initCause'+ on bean class 'class org.evosuite.runtime.mock.java.lang.MockThrowable'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
45,"    public static String getIndexedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getIndexedProperty(bean, name);

    }","  public void test21()  throws Throwable  {
      Integer integer0 = new Integer(783);
      try { 
        BeanUtils.getIndexedProperty((Object) integer0, ""Udl5:WaM|*`6Hv~/`"", 783);
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property 'Udl5:WaM|*`6Hv~/`' on bean class 'class java.lang.Integer'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
46,"    public static String getIndexedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getIndexedProperty(bean, name);

    }","  public void test22()  throws Throwable  {
      WeakFastHashMap<Object, String> weakFastHashMap0 = new WeakFastHashMap<Object, String>(2644, 2644);
      // Undeclared exception!
      try { 
        BeanUtils.getIndexedProperty((Object) weakFastHashMap0, (String) null, (-2135));
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // No name specified for bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
47,"    public static String[] getArrayProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getArrayProperty(bean, name);
    }","  public void test23()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(1548, 3195);
      // Undeclared exception!
      try { 
        BeanUtils.getArrayProperty(weakFastHashMap0, ""org.apache.commons.beanutils.BeanUtils"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Null property value for 'org.apache.commons.beanutils.BeanUtils' on bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
48,"    public static String[] getArrayProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getArrayProperty(bean, name);
    }","  public void test24()  throws Throwable  {
      Integer integer0 = new Integer((-10));
      try { 
        BeanUtils.getArrayProperty(integer0, ""S5k#_bJb%|N+BI{s&"");
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property 'S5k#_bJb%|N+BI{s&' on class 'class java.lang.Integer'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
49,"    public static String[] getArrayProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getArrayProperty(bean, name);
    }","  public void test25()  throws Throwable  {
      Object object0 = new Object();
      // Undeclared exception!
      try { 
        BeanUtils.getArrayProperty(object0, (String) null);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // No name specified for bean class 'class java.lang.Object'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
50,"    public static void copyProperties(final Object dest, final Object orig)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().copyProperties(dest, orig);
    }","  public void test26()  throws Throwable  {
      // Undeclared exception!
      try { 
        BeanUtils.copyProperties((Object) null, (Object) null);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // No destination bean specified
         //
         verifyException(""org.apache.commons.beanutils.BeanUtilsBean"", e);
      }
  }"
51,"    public static void copyProperties(final Object dest, final Object orig)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().copyProperties(dest, orig);
    }","  public void test27()  throws Throwable  {
      WeakFastHashMap<Object, String> weakFastHashMap0 = new WeakFastHashMap<Object, String>();
      WeakFastHashMap<String, Integer> weakFastHashMap1 = new WeakFastHashMap<String, Integer>(0);
      Object object0 = BeanUtils.cloneBean(weakFastHashMap1);
      weakFastHashMap0.put(object0, ""JieT"");
      // Undeclared exception!
      try { 
        BeanUtils.copyProperties("" "", weakFastHashMap0);
        fail(""Expecting exception: ClassCastException"");
      } catch(ClassCastException e) {
         //
         // org.apache.commons.beanutils.WeakFastHashMap cannot be cast to java.lang.String
         //
         verifyException(""org.apache.commons.beanutils.BeanUtilsBean"", e);
      }
  }"
52,"    public static Object cloneBean(final Object bean)
            throws IllegalAccessException, InstantiationException,
            InvocationTargetException, NoSuchMethodException {

        return BeanUtilsBean.getInstance().cloneBean(bean);

    }","  public void test28()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(32, 32);
      weakFastHashMap0.put("".~}~SCqiU1Ph-f"", (Object) null);
      // Undeclared exception!
      try { 
        BeanUtils.cloneBean(weakFastHashMap0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Null property value for '' on bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }"
53,"    public static Object cloneBean(final Object bean)
            throws IllegalAccessException, InstantiationException,
            InvocationTargetException, NoSuchMethodException {

        return BeanUtilsBean.getInstance().cloneBean(bean);

    }","  public void test29()  throws Throwable  {
      // Undeclared exception!
      try { 
        BeanUtils.cloneBean((Object) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.beanutils.BeanUtilsBean"", e);
      }
  }"
54,"    public static Object cloneBean(final Object bean)
            throws IllegalAccessException, InstantiationException,
            InvocationTargetException, NoSuchMethodException {

        return BeanUtilsBean.getInstance().cloneBean(bean);

    }","  public void test30()  throws Throwable  {
      Integer integer0 = new Integer(0);
      try { 
        BeanUtils.cloneBean(integer0);
        fail(""Expecting exception: InstantiationException"");
      } catch(InstantiationException e) {
      }
  }"
