,method,test
10,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test10()  throws Throwable  {
      AuthenticatingSMTPClient authenticatingSMTPClient0 = new AuthenticatingSMTPClient();
      authenticatingSMTPClient0.setConnectTimeout((-1398));
      int int0 = authenticatingSMTPClient0.getConnectTimeout();
}"
11,"    public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","  public void test11()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      InetAddress inetAddress0 = MockInetAddress.getByName(""\r\n"");
      // Undeclared exception!
      try { 
        echoTCPClient0.connect((InetAddress) null, (-983), inetAddress0, (-983));
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // port out of range:-983
         //
         verifyException(""java.net.InetSocketAddress"", e);
      }
  }"
12,"    public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","  public void test12()  throws Throwable  {
      RLoginClient rLoginClient0 = new RLoginClient();
      // Undeclared exception!
      try { 
        rLoginClient0.connect((InetAddress) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.net.Socket"", e);
      }
  }"
13,"    public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","  public void test13()  throws Throwable  {
      TelnetClient telnetClient0 = new TelnetClient((String) null);
      InetAddress inetAddress0 = MockInetAddress.getLoopbackAddress();
      // Undeclared exception!
      try { 
        telnetClient0.connect(""eK?0FV:Xh!@4m^"", 72, inetAddress0, (-1740));
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // port out of range:-1740
         //
         verifyException(""java.net.InetSocketAddress"", e);
      }
  }"
14,"    public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","  public void test14()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      nNTP0.setReceiveBufferSize(0);
      // Undeclared exception!
      try { 
        nNTP0.connect("""", 182);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // invalid receive size
         //
         verifyException(""java.net.Socket"", e);
      }
  }"
15,"    public void addProtocolCommandListener(final ProtocolCommandListener listener) {
        getCommandSupport().addProtocolCommandListener(listener);
    }","  public void test15()  throws Throwable  {
      RLoginClient rLoginClient0 = new RLoginClient();
      CharArrayWriter charArrayWriter0 = new CharArrayWriter();
      MockPrintWriter mockPrintWriter0 = new MockPrintWriter(charArrayWriter0, true);
      PrintCommandListener printCommandListener0 = new PrintCommandListener(mockPrintWriter0, true, 'j');
      // Undeclared exception!
      try { 
        rLoginClient0.addProtocolCommandListener(printCommandListener0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
16,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test16()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      fTPSClient0.setServerSocketFactory((ServerSocketFactory) null);
}"
17,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test17()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      fTPSClient0.setServerSocketFactory((ServerSocketFactory) null);
}"
18,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test18()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      fTPSClient0.setServerSocketFactory((ServerSocketFactory) null);
}"
19,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test19()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      SSLContext sSLContext0 = SSLContext.getDefault();
      SSLSocketFactory sSLSocketFactory0 = sSLContext0.getSocketFactory();
      nNTP0.setSocketFactory(sSLSocketFactory0);
}"
20,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test20()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      SSLContext sSLContext0 = SSLContext.getDefault();
      SSLSocketFactory sSLSocketFactory0 = sSLContext0.getSocketFactory();
      nNTP0.setSocketFactory(sSLSocketFactory0);
}"
21,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test21()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      SSLContext sSLContext0 = SSLContext.getDefault();
      SSLSocketFactory sSLSocketFactory0 = sSLContext0.getSocketFactory();
      nNTP0.setSocketFactory(sSLSocketFactory0);
}"
22,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test22()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      nNTP0.setSocketFactory((SocketFactory) null);
}"
23,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test23()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      nNTP0.setSocketFactory((SocketFactory) null);
}"
24,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test24()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      nNTP0.setSocketFactory((SocketFactory) null);
}"
25,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test25()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient("""");
      fTPSClient0.isConnected();
}"
26,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test26()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient("""");
      fTPSClient0.isConnected();
}"
27,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test27()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient("""");
      fTPSClient0.isConnected();
}"
28,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test28()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient((String) null, true);
      fTPSClient0.getCharset();
}"
29,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test29()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient((String) null, true);
      fTPSClient0.getCharset();
}"
30,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test30()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient((String) null, true);
      fTPSClient0.getCharset();
}"
31,"    public InetAddress getRemoteAddress()
    {
        return _socket_.getInetAddress();
    }","  public void test31()  throws Throwable  {
      POP3SClient pOP3SClient0 = new POP3SClient(true);
      // Undeclared exception!
      try { 
        pOP3SClient0.getRemoteAddress();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
32,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test32()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
}"
33,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test33()  throws Throwable  {
      NNTP nNTP0 = new NNTP();
      nNTP0.setDefaultPort(0);
}"
34,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test34()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      ServerSocketFactory serverSocketFactory0 = ServerSocketFactory.getDefault();
      pOP3Client0.setServerSocketFactory(serverSocketFactory0);
}"
35,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test35()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      ServerSocketFactory serverSocketFactory0 = ServerSocketFactory.getDefault();
      pOP3Client0.setServerSocketFactory(serverSocketFactory0);
}"
36,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test36()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      ServerSocketFactory serverSocketFactory0 = ServerSocketFactory.getDefault();
      pOP3Client0.setServerSocketFactory(serverSocketFactory0);
}"
37,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test37()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      fTPSClient0.disconnect();
}"
38,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test38()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      fTPSClient0.disconnect();
}"
39,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test39()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      fTPSClient0.disconnect();
}"
40,"    public boolean isConnected()
    {
        if (_socket_ == null) {
            return false;
        }

        return _socket_.isConnected();
    }","  public void test40()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
}"
41,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test41()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      boolean boolean0 = pOP3Client0.isAvailable();
}"
42,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test42()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      boolean boolean0 = pOP3Client0.isAvailable();
}"
43,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test43()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      boolean boolean0 = pOP3Client0.isAvailable();
}"
44,"    public boolean isAvailable(){
        if (isConnected()) {
            try
            {
                if (_socket_.getInetAddress() == null) {
                    return false;
                }
                if (_socket_.getPort() == 0) {
                    return false;
                }
                if (_socket_.getRemoteSocketAddress() == null) {
                    return false;
                }
                if (_socket_.isClosed()) {
                    return false;
                }
                /* these aren't exact checks (a Socket can be half-open),
                   but since we usually require two-way data transfer,
                   we check these here too: */
                if (_socket_.isInputShutdown()) {
                    return false;
                }
                if (_socket_.isOutputShutdown()) {
                    return false;
                }
                /* ignore the result, catch exceptions: */
                // No need to close
                _socket_.getInputStream();
                // No need to close
                _socket_.getOutputStream();
            }
            catch (final IOException ioex)
            {
                return false;
            }
            return true;
        }
        return false;
    }","  public void test44()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      boolean boolean0 = pOP3Client0.isAvailable();
}"
45,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test45()  throws Throwable  {
      ExtendedPOP3Client extendedPOP3Client0 = new ExtendedPOP3Client();
      extendedPOP3Client0.getCharsetName();
}"
46,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test46()  throws Throwable  {
      ExtendedPOP3Client extendedPOP3Client0 = new ExtendedPOP3Client();
      extendedPOP3Client0.getCharsetName();
}"
47,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test47()  throws Throwable  {
      ExtendedPOP3Client extendedPOP3Client0 = new ExtendedPOP3Client();
      extendedPOP3Client0.getCharsetName();
}"
48,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test48()  throws Throwable  {
      AuthenticatingSMTPClient authenticatingSMTPClient0 = new AuthenticatingSMTPClient();
      int int0 = authenticatingSMTPClient0.getConnectTimeout();
}"
49,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test49()  throws Throwable  {
      AuthenticatingSMTPClient authenticatingSMTPClient0 = new AuthenticatingSMTPClient();
      int int0 = authenticatingSMTPClient0.getConnectTimeout();
}"
50,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test50()  throws Throwable  {
      AuthenticatingSMTPClient authenticatingSMTPClient0 = new AuthenticatingSMTPClient();
      int int0 = authenticatingSMTPClient0.getConnectTimeout();
}"
51,"    public boolean getTcpNoDelay() throws SocketException
    {
        return _socket_.getTcpNoDelay();
    }","  public void test51()  throws Throwable  {
      RLoginClient rLoginClient0 = new RLoginClient();
      // Undeclared exception!
      try { 
        rLoginClient0.getTcpNoDelay();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
52,"    public int getSoLinger() throws SocketException
    {
        return _socket_.getSoLinger();
    }","  public void test52()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      // Undeclared exception!
      try { 
        fTPSClient0.getSoLinger();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
53,"    public boolean getKeepAlive() throws SocketException {
        return _socket_.getKeepAlive();
    }","  public void test53()  throws Throwable  {
      IMAPSClient iMAPSClient0 = new IMAPSClient();
      // Undeclared exception!
      try { 
        iMAPSClient0.getKeepAlive();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
54,"    public int getRemotePort()
    {
        return _socket_.getPort();
    }","  public void test54()  throws Throwable  {
      FTPSClient fTPSClient0 = new FTPSClient();
      // Undeclared exception!
      try { 
        fTPSClient0.getRemotePort();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
55,"    public void setTcpNoDelay(final boolean on) throws SocketException
    {
        _socket_.setTcpNoDelay(on);
    }","  public void test55()  throws Throwable  {
      RLoginClient rLoginClient0 = new RLoginClient();
      // Undeclared exception!
      try { 
        rLoginClient0.setTcpNoDelay(false);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
56,"    public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","  public void test56()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      echoTCPClient0.setProxy((Proxy) null);
      InetAddress inetAddress0 = MockInetAddress.getByName(""\r\n"");
      try { 
        echoTCPClient0.connect(inetAddress0, 7, inetAddress0, 7);
        fail(""Expecting exception: IOException"");
      } catch(IOException e) {
         //
         // Remote address/port is not opened: org.evosuite.runtime.vnet.EndPointInfo@8657a306
         //
         verifyException(""org.evosuite.runtime.vnet.VirtualNetwork"", e);
      }
  }"
57,"    public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","  public void test57()  throws Throwable  {
    Future<?> future = executor.submit(new Runnable(){ 
            @Override public void run() { 
        try {
          AuthenticatingSMTPClient authenticatingSMTPClient0 = new AuthenticatingSMTPClient();
          // Undeclared exception!
          try { 
            authenticatingSMTPClient0.connect(""F$1\""x)CM_%+k94/$"");
            fail(""Expecting exception: SecurityException"");
          } catch(SecurityException e) {
             //
             // Security manager blocks (\""java.net.SocketPermission\"" \""200.42.42.0:25\"" \""connect,resolve\"")
             // java.lang.Thread.getStackTrace(Thread.java:1559)
             // org.evosuite.runtime.sandbox.MSecurityManager.checkPermission(MSecurityManager.java:434)
             // java.lang.SecurityManager.checkConnect(SecurityManager.java:1051)
             // java.net.Socket.connect(Socket.java:602)
             // org.apache.commons.net.SocketClient._connect(SocketClient.java:253)
             // org.apache.commons.net.SocketClient.connect(SocketClient.java:212)
             // org.apache.commons.net.SocketClient.connect(SocketClient.java:316)
             // sun.reflect.GeneratedMethodAccessor295.invoke(Unknown Source)
             // sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
             // java.lang.reflect.Method.invoke(Method.java:498)
             // org.evosuite.testcase.statements.MethodStatement$1.execute(MethodStatement.java:257)
             // org.evosuite.testcase.statements.AbstractStatement.exceptionHandler(AbstractStatement.java:169)
             // org.evosuite.testcase.statements.MethodStatement.execute(MethodStatement.java:220)
             // org.evosuite.testcase.execution.TestRunnable.executeStatements(TestRunnable.java:307)
             // org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:213)
             // org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:55)
             // java.util.concurrent.FutureTask.run(FutureTask.java:266)
             // java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
             // java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
             // java.lang.Thread.run(Thread.java:748)
             //
             verifyException(""org.evosuite.runtime.sandbox.MSecurityManager"", e);
          }
        } catch(Throwable t) {
            // Need to catch declared exceptions
        }
      } 
    });
    future.get(4000, TimeUnit.MILLISECONDS);
  }"
58,"    public void connect(final InetAddress host, final int port)
    throws SocketException, IOException
    {
        _hostname_ = null;
        _connect(host, port, null, -1);
    }","  public void test58()  throws Throwable  {
      POP3Client pOP3Client0 = new POP3Client();
      pOP3Client0.setSendBufferSize(0);
      InetAddress inetAddress0 = MockInetAddress.getByName(""\r\n"");
      // Undeclared exception!
      try { 
        pOP3Client0.connect(inetAddress0, 110);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // negative send size
         //
         verifyException(""java.net.Socket"", e);
      }
  }"
59,"    public int getSoTimeout() throws SocketException
    {
        return _socket_.getSoTimeout();
    }","  public void test59()  throws Throwable  {
      NNTPClient nNTPClient0 = new NNTPClient();
      // Undeclared exception!
      try { 
        nNTPClient0.getSoTimeout();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
60,"    public int getLocalPort()
    {
        return _socket_.getLocalPort();
    }","  public void test60()  throws Throwable  {
      AuthenticatingSMTPClient authenticatingSMTPClient0 = new AuthenticatingSMTPClient("""");
      // Undeclared exception!
      try { 
        authenticatingSMTPClient0.getLocalPort();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
61,"    public void removeProtocolCommandListener(final ProtocolCommandListener listener) {
        getCommandSupport().removeProtocolCommandListener(listener);
    }","  public void test61()  throws Throwable  {
      RLoginClient rLoginClient0 = new RLoginClient();
      // Undeclared exception!
      try { 
        rLoginClient0.removeProtocolCommandListener((ProtocolCommandListener) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
62,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test62()  throws Throwable  {
      NNTPClient nNTPClient0 = new NNTPClient();
      int int0 = nNTPClient0.getDefaultTimeout();
}"
63,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test63()  throws Throwable  {
      NNTPClient nNTPClient0 = new NNTPClient();
      int int0 = nNTPClient0.getDefaultTimeout();
}"
64,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test64()  throws Throwable  {
      NNTPClient nNTPClient0 = new NNTPClient();
      int int0 = nNTPClient0.getDefaultTimeout();
}"
65,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test65()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      echoTCPClient0.getProxy();
}"
66,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test66()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      echoTCPClient0.getProxy();
}"
67,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test67()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      echoTCPClient0.getProxy();
}"
68,"    public int getDefaultPort()
    {
        return _defaultPort_;
    }","  public void test68()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      echoTCPClient0.disconnect();
}"
69,"    public int getConnectTimeout() {
        return connectTimeout;
    }","  public void test69()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      echoTCPClient0.disconnect();
}"
70,"    public int getDefaultTimeout()
    {
        return _timeout_;
    }","  public void test70()  throws Throwable  {
      EchoTCPClient echoTCPClient0 = new EchoTCPClient();
      echoTCPClient0.disconnect();
}"
71,"    public void setKeepAlive(final boolean keepAlive) throws SocketException {
        _socket_.setKeepAlive(keepAlive);
    }","  public void test71()  throws Throwable  {
      AuthenticatingIMAPClient authenticatingIMAPClient0 = new AuthenticatingIMAPClient(true);
      // Undeclared exception!
      try { 
        authenticatingIMAPClient0.setKeepAlive(true);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.SocketClient"", e);
      }
  }"
