,method,test
10,"    public double signedDistance(final Point1S point) {
        return signedDistance(this, point);
    }","  public void test10()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.of(0.0);
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = Point1S.of((-2685.56));
      double double0 = point1S1.signedDistance(point1S0);
}"
11,"    public double getAzimuth() {
        return azimuth;
    }","  public void test11()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.of(0.0);
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = Point1S.of((-2685.56));
      double double0 = point1S1.signedDistance(point1S0);
}"
12,"    public double signedDistance(final Point1S point) {
        return signedDistance(this, point);
    }","  public void test12()  throws Throwable  {
      Point1S point1S0 = Point1S.PI;
      Point1S point1S1 = point1S0.ZERO.above(point1S0);
      double double0 = point1S0.signedDistance(point1S1);
}"
13,"    public double getAzimuth() {
        return azimuth;
    }","  public void test13()  throws Throwable  {
      Point1S point1S0 = Point1S.PI;
      Point1S point1S1 = point1S0.ZERO.above(point1S0);
      double double0 = point1S0.signedDistance(point1S1);
}"
14,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test14()  throws Throwable  {
      Point1S point1S0 = Point1S.PI;
      Point1S point1S1 = point1S0.ZERO.above(point1S0);
      double double0 = point1S0.signedDistance(point1S1);
}"
15,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test15()  throws Throwable  {
      Point1S point1S0 = Point1S.parse(""(NaN)"");
}"
16,"    public double getAzimuth() {
        return azimuth;
    }","  public void test16()  throws Throwable  {
      Point1S point1S0 = Point1S.parse(""(Infinity)"");
}"
17,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test17()  throws Throwable  {
      Point1S point1S0 = Point1S.parse(""(Infinity)"");
}"
18,"    public double getAzimuth() {
        return azimuth;
    }","  public void test18()  throws Throwable  {
      Point1S point1S0 = Point1S.parse(""(0.0)"");
}"
19,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test19()  throws Throwable  {
      Point1S point1S0 = Point1S.parse(""(0.0)"");
}"
20,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test20()  throws Throwable  {
      Point1S point1S0 = Point1S.parse(""(-2685.56)"");
}"
21,"    public double getAzimuth() {
        return azimuth;
    }","  public void test21()  throws Throwable  {
      Point1S point1S0 = Point1S.parse(""(-2685.56)"");
}"
22,"    public boolean isInfinite() {
        return !isNaN() && Double.isInfinite(azimuth);
    }","  public void test22()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.of(Double.NaN);
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
}"
23,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test23()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.of(Double.NEGATIVE_INFINITY);
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
}"
24,"    public double getAzimuth() {
        return azimuth;
    }","  public void test24()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.of(Double.NEGATIVE_INFINITY);
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
}"
25,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test25()  throws Throwable  {
      Point1S point1S0 = Point1S.of(Double.NaN);
}"
26,"    public boolean isNaN() {
        return Double.isNaN(azimuth);
    }","  public void test26()  throws Throwable  {
      Point1S point1S0 = Point1S.ZERO;
      boolean boolean0 = point1S0.isNaN();
}"
27,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test27()  throws Throwable  {
      Point1S point1S0 = Point1S.of(2221.38449967);
      Vector2D vector2D0 = point1S0.getVector();
}"
28,"    public Vector2D getVector() {
        if (isFinite()) {
            return PolarCoordinates.toCartesian(1, azimuth);
        }

        return null;
    }","  public void test28()  throws Throwable  {
      Point1S point1S0 = Point1S.of(2221.38449967);
      Vector2D vector2D0 = point1S0.getVector();
}"
29,"    public Vector2D getVector() {
        if (isFinite()) {
            return PolarCoordinates.toCartesian(1, azimuth);
        }

        return null;
    }","  public void test29()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Vector2D vector2D0 = point1S0.getVector();
}"
30,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test30()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Vector2D vector2D0 = point1S0.getVector();
}"
31,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test31()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.TWO_PI;
      Angle.Deg angle_Deg0 = angle_Rad0.toDeg();
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = point1S0.getNormalizedAzimuth();
}"
32,"    public double getAzimuth() {
        return azimuth;
    }","  public void test32()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.TWO_PI;
      Angle.Deg angle_Deg0 = angle_Rad0.toDeg();
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = point1S0.getNormalizedAzimuth();
}"
33,"    public double getAzimuth() {
        return azimuth;
    }","  public void test33()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.of(0.0);
      Angle.Turn angle_Turn0 = angle_Deg0.toTurn();
      Point1S point1S0 = Point1S.of((Angle) angle_Turn0);
      double double0 = point1S0.getAzimuth();
}"
34,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test34()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.of(0.0);
      Angle.Turn angle_Turn0 = angle_Deg0.toTurn();
      Point1S point1S0 = Point1S.of((Angle) angle_Turn0);
      double double0 = point1S0.getAzimuth();
}"
35,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test35()  throws Throwable  {
      Point1S point1S0 = Point1S.NaN;
      Point1S point1S1 = point1S0.PI.above((-96.44228530624491));
      double double0 = point1S1.getAzimuth();
}"
36,"    public double getAzimuth() {
        return azimuth;
    }","  public void test36()  throws Throwable  {
      Point1S point1S0 = Point1S.NaN;
      Point1S point1S1 = point1S0.PI.above((-96.44228530624491));
      double double0 = point1S1.getAzimuth();
}"
37,"    public double getAzimuth() {
        return azimuth;
    }","  public void test37()  throws Throwable  {
      PolarCoordinates polarCoordinates0 = PolarCoordinates.of((-2213.87945022928), Double.NEGATIVE_INFINITY);
      Point1S point1S0 = Point1S.from(polarCoordinates0);
}"
38,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test38()  throws Throwable  {
      PolarCoordinates polarCoordinates0 = PolarCoordinates.of((-2213.87945022928), Double.NEGATIVE_INFINITY);
      Point1S point1S0 = Point1S.from(polarCoordinates0);
}"
39,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test39()  throws Throwable  {
      Point1S point1S0 = Point1S.of(0.0);
      Precision.DoubleEquivalence precision_DoubleEquivalence0 = mock(Precision.DoubleEquivalence.class, new ViolatedAssumptionAnswer());
      doReturn(true).when(precision_DoubleEquivalence0).eqZero(anyDouble());
      point1S0.eq(point1S0, precision_DoubleEquivalence0);
}"
40,"    public double getAzimuth() {
        return azimuth;
    }","  public void test40()  throws Throwable  {
      Point1S point1S0 = Point1S.of(0.0);
      Precision.DoubleEquivalence precision_DoubleEquivalence0 = mock(Precision.DoubleEquivalence.class, new ViolatedAssumptionAnswer());
      doReturn(true).when(precision_DoubleEquivalence0).eqZero(anyDouble());
      point1S0.eq(point1S0, precision_DoubleEquivalence0);
}"
41,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test41()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.of(0.0);
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      double double0 = Point1S.distance(point1S0, point1S0);
}"
42,"    public double getAzimuth() {
        return azimuth;
    }","  public void test42()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.of(0.0);
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      double double0 = Point1S.distance(point1S0, point1S0);
}"
43,"    public double distance(final Point1S point) {
        return distance(this, point);
    }","  public void test43()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.of(0.0);
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      double double0 = Point1S.distance(point1S0, point1S0);
}"
44,"    public double distance(final Point1S point) {
        return distance(this, point);
    }","  public void test44()  throws Throwable  {
      Point1S point1S0 = Point1S.PI;
      Point1S point1S1 = point1S0.ZERO.above(point1S0);
      double double0 = point1S0.distance(point1S1);
}"
45,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test45()  throws Throwable  {
      Point1S point1S0 = Point1S.PI;
      Point1S point1S1 = point1S0.ZERO.above(point1S0);
      double double0 = point1S0.distance(point1S1);
}"
46,"    public double getAzimuth() {
        return azimuth;
    }","  public void test46()  throws Throwable  {
      Point1S point1S0 = Point1S.PI;
      Point1S point1S1 = point1S0.ZERO.above(point1S0);
      double double0 = point1S0.distance(point1S1);
}"
47,"    public double getAzimuth() {
        return azimuth;
    }","  public void test47()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      point1S0.NaN.antipodal();
}"
48,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test48()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      point1S0.NaN.antipodal();
}"
49,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test49()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Angle.Deg angle_Deg0 = angle_Rad0.toDeg();
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      Point1S point1S1 = point1S0.antipodal();
}"
50,"    public double getAzimuth() {
        return azimuth;
    }","  public void test50()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Angle.Deg angle_Deg0 = angle_Rad0.toDeg();
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      Point1S point1S1 = point1S0.antipodal();
}"
51,"    public double getAzimuth() {
        return azimuth;
    }","  public void test51()  throws Throwable  {
      Point1S point1S0 = Point1S.of(Double.NEGATIVE_INFINITY);
      Point1S point1S1 = point1S0.antipodal();
}"
52,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test52()  throws Throwable  {
      Point1S point1S0 = Point1S.NaN;
      Point1S point1S1 = point1S0.PI.above(point1S0);
}"
53,"    public double getAzimuth() {
        return azimuth;
    }","  public void test53()  throws Throwable  {
      Point1S point1S0 = Point1S.NaN;
      Point1S point1S1 = point1S0.PI.above(point1S0);
}"
54,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test54()  throws Throwable  {
      Point1S point1S0 = Point1S.ZERO;
      Point1S point1S1 = point1S0.above(Double.NaN);
}"
55,"    public boolean isNaN() {
        return Double.isNaN(azimuth);
    }","  public void test55()  throws Throwable  {
      Point1S point1S0 = Point1S.ZERO;
      Point1S point1S1 = point1S0.above(Double.NaN);
}"
56,"    public double getAzimuth() {
        return azimuth;
    }","  public void test56()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = point1S0.above((-3485.3882551177367));
      Point1S point1S2 = point1S1.ZERO.above(point1S1);
}"
57,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test57()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = point1S0.above((-3485.3882551177367));
      Point1S point1S2 = point1S1.ZERO.above(point1S1);
}"
58,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test58()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = point1S0.above((-3485.3882551177367));
      Point1S point1S2 = point1S1.ZERO.above(point1S1);
}"
59,"    public double getAzimuth() {
        return azimuth;
    }","  public void test59()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = point1S0.above((-3485.3882551177367));
      Point1S point1S2 = point1S1.ZERO.above(point1S1);
}"
60,"    public double signedDistance(final Point1S point) {
        return signedDistance(this, point);
    }","  public void test60()  throws Throwable  {
      // Undeclared exception!
      try { 
        Point1S.signedDistance((Point1S) null, (Point1S) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
61,"    public double signedDistance(final Point1S point) {
        return signedDistance(this, point);
    }","  public void test61()  throws Throwable  {
      PolarCoordinates polarCoordinates0 = PolarCoordinates.of(2406.0, 2406.0);
      Point1S point1S0 = Point1S.from(polarCoordinates0);
      // Undeclared exception!
      try { 
        point1S0.signedDistance((Point1S) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
62,"    public static Point1S parse(final String str) {
        return SimpleTupleFormat.getDefault().parse(str, (DoubleFunction1N<Point1S>) Point1S::of);
    }","  public void test62()  throws Throwable  {
      // Undeclared exception!
      try { 
        Point1S.parse((String) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.core.internal.SimpleTupleFormat"", e);
      }
  }"
63,"    public static Point1S of(final double azimuth) {
        final double normalizedAzimuth = PolarCoordinates.normalizeAzimuth(azimuth);

        return new Point1S(azimuth, normalizedAzimuth);
    }","  public void test63()  throws Throwable  {
      // Undeclared exception!
      try { 
        Point1S.of((Angle) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
64,"    public static Point1S from(final Vector2D vector) {
        final PolarCoordinates polar = PolarCoordinates.fromCartesian(vector);
        final double az = polar.getAzimuth();

        return new Point1S(az, az);
    }","  public void test64()  throws Throwable  {
      // Undeclared exception!
      try { 
        Point1S.from((Vector2D) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.euclidean.twod.PolarCoordinates"", e);
      }
  }"
65,"    public static Point1S from(final Vector2D vector) {
        final PolarCoordinates polar = PolarCoordinates.fromCartesian(vector);
        final double az = polar.getAzimuth();

        return new Point1S(az, az);
    }","  public void test65()  throws Throwable  {
      // Undeclared exception!
      try { 
        Point1S.from((PolarCoordinates) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
66,"    public boolean eq(final Point1S other, final Precision.DoubleEquivalence precision) {
        final double dist = signedDistance(other);
        return precision.eqZero(dist);
    }","  public void test66()  throws Throwable  {
      Point1S point1S0 = Point1S.PI;
      Precision.DoubleEquivalence precision_DoubleEquivalence0 = mock(Precision.DoubleEquivalence.class, new ViolatedAssumptionAnswer());
      // Undeclared exception!
      try { 
        point1S0.eq((Point1S) null, precision_DoubleEquivalence0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
67,"    public double distance(final Point1S point) {
        return distance(this, point);
    }","  public void test67()  throws Throwable  {
      // Undeclared exception!
      try { 
        Point1S.distance((Point1S) null, (Point1S) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
68,"    public double distance(final Point1S point) {
        return distance(this, point);
    }","  public void test68()  throws Throwable  {
      Point1S point1S0 = Point1S.of(388.0);
      // Undeclared exception!
      try { 
        point1S0.distance((Point1S) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
69,"    public Point1S above(final double base) {
        if (isFinite()) {
            final double az = Angle.Rad.normalizer(base).applyAsDouble(azimuth);
            return new Point1S(az, normalizedAzimuth);
        }
        throw new IllegalArgumentException(""Cannot normalize azimuth value: "" + azimuth);
    }","  public void test69()  throws Throwable  {
      Angle.Turn angle_Turn0 = Angle.Turn.ZERO;
      Point1S point1S0 = Point1S.of((Angle) angle_Turn0);
      // Undeclared exception!
      try { 
        point1S0.above((Point1S) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
70,"    public double getAzimuth() {
        return azimuth;
    }","  public void test70()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.of(0.0);
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = Point1S.of((-2685.56));
      double double0 = Point1S.signedDistance(point1S0, point1S1);
}"
71,"    public double signedDistance(final Point1S point) {
        return signedDistance(this, point);
    }","  public void test71()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.of(0.0);
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      Point1S point1S1 = Point1S.of((-2685.56));
      double double0 = Point1S.signedDistance(point1S0, point1S1);
}"
72,"    public double getAzimuth() {
        return azimuth;
    }","  public void test72()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.ZERO;
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = Point1S.signedDistance(point1S0, point1S0);
}"
73,"    public double signedDistance(final Point1S point) {
        return signedDistance(this, point);
    }","  public void test73()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.ZERO;
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = Point1S.signedDistance(point1S0, point1S0);
}"
74,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test74()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.ZERO;
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = Point1S.signedDistance(point1S0, point1S0);
}"
75,"    public Point1S above(final double base) {
        if (isFinite()) {
            final double az = Angle.Rad.normalizer(base).applyAsDouble(azimuth);
            return new Point1S(az, normalizedAzimuth);
        }
        throw new IllegalArgumentException(""Cannot normalize azimuth value: "" + azimuth);
    }","  public void test75()  throws Throwable  {
      Point1S point1S0 = Point1S.NaN;
      // Undeclared exception!
      try { 
        point1S0.above(1.5707963267948966);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Cannot normalize azimuth value: NaN
         //
         verifyException(""org.apache.commons.geometry.spherical.oned.Point1S"", e);
      }
  }"
76,"    public double getAzimuth() {
        return azimuth;
    }","  public void test76()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Angle.Deg angle_Deg0 = angle_Rad0.toDeg();
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = point1S0.signedDistance(point1S0);
}"
77,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test77()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Angle.Deg angle_Deg0 = angle_Rad0.toDeg();
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = point1S0.signedDistance(point1S0);
}"
78,"    public double signedDistance(final Point1S point) {
        return signedDistance(this, point);
    }","  public void test78()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Angle.Deg angle_Deg0 = angle_Rad0.toDeg();
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      double double0 = point1S0.signedDistance(point1S0);
}"
79,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test79()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      double double0 = point1S0.getAzimuth();
}"
80,"    public double getAzimuth() {
        return azimuth;
    }","  public void test80()  throws Throwable  {
      Angle.Rad angle_Rad0 = Angle.Rad.PI;
      Point1S point1S0 = Point1S.of((Angle) angle_Rad0);
      double double0 = point1S0.getAzimuth();
}"
81,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test81()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.ZERO;
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      point1S0.PI.isFinite();
}"
82,"    public double getAzimuth() {
        return azimuth;
    }","  public void test82()  throws Throwable  {
      Angle.Deg angle_Deg0 = Angle.Deg.ZERO;
      Point1S point1S0 = Point1S.of((Angle) angle_Deg0);
      point1S0.PI.isFinite();
}"
83,"    public boolean isNaN() {
        return Double.isNaN(azimuth);
    }","  public void test83()  throws Throwable  {
      Point1S point1S0 = Point1S.NaN;
      boolean boolean0 = point1S0.isNaN();
}"
84,"    public double getNormalizedAzimuth() {
        return normalizedAzimuth;
    }","  public void test84()  throws Throwable  {
      PolarCoordinates polarCoordinates0 = PolarCoordinates.fromCartesian((-3.0867615180281858), (-2644.75));
      Point1S point1S0 = Point1S.from(polarCoordinates0);
      Vector2D.Unit vector2D_Unit0 = Vector2D.Unit.PLUS_X;
      Point1S point1S1 = Point1S.from((Vector2D) vector2D_Unit0);
      double double0 = Point1S.distance(point1S1, point1S0);
}"
85,"    public double getAzimuth() {
        return azimuth;
    }","  public void test85()  throws Throwable  {
      PolarCoordinates polarCoordinates0 = PolarCoordinates.fromCartesian((-3.0867615180281858), (-2644.75));
      Point1S point1S0 = Point1S.from(polarCoordinates0);
      Vector2D.Unit vector2D_Unit0 = Vector2D.Unit.PLUS_X;
      Point1S point1S1 = Point1S.from((Vector2D) vector2D_Unit0);
      double double0 = Point1S.distance(point1S1, point1S0);
}"
86,"    public double getAzimuth() {
        return azimuth;
    }","  public void test86()  throws Throwable  {
      PolarCoordinates polarCoordinates0 = PolarCoordinates.fromCartesian((-3.0867615180281858), (-2644.75));
      Point1S point1S0 = Point1S.from(polarCoordinates0);
      Vector2D.Unit vector2D_Unit0 = Vector2D.Unit.PLUS_X;
      Point1S point1S1 = Point1S.from((Vector2D) vector2D_Unit0);
      double double0 = Point1S.distance(point1S1, point1S0);
}"
87,"    public double distance(final Point1S point) {
        return distance(this, point);
    }","  public void test87()  throws Throwable  {
      PolarCoordinates polarCoordinates0 = PolarCoordinates.fromCartesian((-3.0867615180281858), (-2644.75));
      Point1S point1S0 = Point1S.from(polarCoordinates0);
      Vector2D.Unit vector2D_Unit0 = Vector2D.Unit.PLUS_X;
      Point1S point1S1 = Point1S.from((Vector2D) vector2D_Unit0);
      double double0 = Point1S.distance(point1S1, point1S0);
}"
