,method,test
11,"    public static <E> Closure<E> chainedClosure(final Closure<? super E>... closures) {
        return ChainedClosure.chainedClosure(closures);
    }","  public void test11()  throws Throwable  {
      LinkedList<Closure<Object>> linkedList0 = new LinkedList<Closure<Object>>();
      linkedList0.add((Closure<Object>) null);
      // Undeclared exception!
      try { 
        ClosureUtils.chainedClosure((Collection<? extends Closure<? super NOPClosure<NOPClosure>>>) linkedList0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // The closure array must not contain a null closure, index 0 was null
         //
         verifyException(""org.apache.commons.collections4.functors.FunctorUtils"", e);
      }
  }"
12,"    public static <E> Closure<E> asClosure(final Transformer<? super E, ?> transformer) {
        return TransformerClosure.transformerClosure(transformer);
    }","  public void test12()  throws Throwable  {
      Integer integer0 = new Integer((-1916));
      ConstantTransformer<Object, Integer> constantTransformer0 = new ConstantTransformer<Object, Integer>(integer0);
      Closure<Boolean> closure0 = ClosureUtils.asClosure((Transformer<? super Boolean, ?>) constantTransformer0);
}"
13,"    public static <E> Closure<E> switchMapClosure(final Map<? extends E, Closure<E>> objectsAndClosures) {
        if (objectsAndClosures == null) {
            throw new NullPointerException(""The object and closure map must not be null"");
        }
        final Closure<? super E> def = objectsAndClosures.remove(null);
        final int size = objectsAndClosures.size();
        final Closure<? super E>[] trs = new Closure[size];
        final Predicate<E>[] preds = new Predicate[size];
        int i = 0;
        for (final Map.Entry<? extends E, Closure<E>> entry : objectsAndClosures.entrySet()) {
            preds[i] = EqualPredicate.<E>equalPredicate(entry.getKey());
            trs[i] = entry.getValue();
            i++;
        }
        return ClosureUtils.<E>switchClosure(preds, trs, def);
    }","  public void test13()  throws Throwable  {
      Closure<NullIsExceptionPredicate<InstanceofPredicate>> closure0 = ClosureUtils.invokerClosure(""QYsS]*bf"");
      Closure<Object> closure1 = NOPClosure.nopClosure();
      HashMap<String, Closure<String>> hashMap0 = new HashMap<String, Closure<String>>();
      IdentityPredicate<Object> identityPredicate0 = new IdentityPredicate<Object>(closure0);
      IfClosure<String> ifClosure0 = new IfClosure<String>(identityPredicate0, closure1);
      hashMap0.put(""QYsS]*bf"", ifClosure0);
      Closure<String> closure2 = ClosureUtils.switchMapClosure((Map<? extends String, Closure<String>>) hashMap0);
}"
14,"    public static <E> Closure<E> switchMapClosure(final Map<? extends E, Closure<E>> objectsAndClosures) {
        if (objectsAndClosures == null) {
            throw new NullPointerException(""The object and closure map must not be null"");
        }
        final Closure<? super E> def = objectsAndClosures.remove(null);
        final int size = objectsAndClosures.size();
        final Closure<? super E>[] trs = new Closure[size];
        final Predicate<E>[] preds = new Predicate[size];
        int i = 0;
        for (final Map.Entry<? extends E, Closure<E>> entry : objectsAndClosures.entrySet()) {
            preds[i] = EqualPredicate.<E>equalPredicate(entry.getKey());
            trs[i] = entry.getValue();
            i++;
        }
        return ClosureUtils.<E>switchClosure(preds, trs, def);
    }","  public void test14()  throws Throwable  {
      // Undeclared exception!
      try { 
        ClosureUtils.switchMapClosure((Map<? extends IfClosure<TransformerPredicate>, Closure<IfClosure<TransformerPredicate>>>) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // The object and closure map must not be null
         //
         verifyException(""org.apache.commons.collections4.ClosureUtils"", e);
      }
  }"
15,"    public static <E> Closure<E> switchClosure(final Predicate<? super E>[] predicates,
                                               final Closure<? super E>[] closures) {
        return SwitchClosure.<E>switchClosure(predicates, closures, null);
    }","  public void test15()  throws Throwable  {
      Predicate<Object>[] predicateArray0 = (Predicate<Object>[]) Array.newInstance(Predicate.class, 2);
      Closure<Object>[] closureArray0 = (Closure<Object>[]) Array.newInstance(Closure.class, 9);
      Closure<Object> closure0 = ClosureUtils.nopClosure();
      // Undeclared exception!
      try { 
        ClosureUtils.switchClosure((Predicate<? super Object>[]) predicateArray0, (Closure<? super Object>[]) closureArray0, (Closure<? super Object>) closure0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // The predicate array must not contain a null predicate, index 0 was null
         //
         verifyException(""org.apache.commons.collections4.functors.FunctorUtils"", e);
      }
  }"
16,"    public static <E> Closure<E> ifClosure(final Predicate<? super E> predicate,
                                           final Closure<? super E> trueClosure) {
        return IfClosure.<E>ifClosure(predicate, trueClosure);
    }","  public void test16()  throws Throwable  {
      Closure<Object> closure0 = ClosureUtils.nopClosure();
      // Undeclared exception!
      try { 
        ClosureUtils.ifClosure((Predicate<? super Object>) null, (Closure<? super Object>) closure0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // Predicate must not be null
         //
         verifyException(""org.apache.commons.collections4.functors.IfClosure"", e);
      }
  }"
17,"    public static <E> Closure<E> chainedClosure(final Closure<? super E>... closures) {
        return ChainedClosure.chainedClosure(closures);
    }","  public void test17()  throws Throwable  {
      Closure<Object>[] closureArray0 = (Closure<Object>[]) Array.newInstance(Closure.class, 9);
      // Undeclared exception!
      try { 
        ClosureUtils.chainedClosure((Closure<? super Object>[]) closureArray0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // The closure array must not contain a null closure, index 0 was null
         //
         verifyException(""org.apache.commons.collections4.functors.FunctorUtils"", e);
      }
  }"
18,"    public static <E> Closure<E> chainedClosure(final Closure<? super E>... closures) {
        return ChainedClosure.chainedClosure(closures);
    }","  public void test18()  throws Throwable  {
      LinkedList<Closure<Object>> linkedList0 = new LinkedList<Closure<Object>>();
      Closure<Object> closure0 = ClosureUtils.chainedClosure((Collection<? extends Closure<? super Object>>) linkedList0);
}"
19,"    public static <E> Closure<E> forClosure(final int count, final Closure<? super E> closure) {
        return ForClosure.forClosure(count, closure);
    }","  public void test19()  throws Throwable  {
      Closure<Object> closure0 = ClosureUtils.nopClosure();
      ForClosure<Object> forClosure0 = new ForClosure<Object>(0, closure0);
      Closure<Object> closure1 = ClosureUtils.forClosure(0, (Closure<? super Object>) forClosure0);
}"
20,"    public static <E> Closure<E> switchClosure(final Predicate<? super E>[] predicates,
                                               final Closure<? super E>[] closures) {
        return SwitchClosure.<E>switchClosure(predicates, closures, null);
    }","  public void test20()  throws Throwable  {
      Predicate<Object>[] predicateArray0 = (Predicate<Object>[]) Array.newInstance(Predicate.class, 1);
      Closure<InstanceofPredicate>[] closureArray0 = (Closure<InstanceofPredicate>[]) Array.newInstance(Closure.class, 5);
      // Undeclared exception!
      try { 
        ClosureUtils.switchClosure((Predicate<? super InstanceofPredicate>[]) predicateArray0, (Closure<? super InstanceofPredicate>[]) closureArray0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // The predicate array must not contain a null predicate, index 0 was null
         //
         verifyException(""org.apache.commons.collections4.functors.FunctorUtils"", e);
      }
  }"
21,"    public static <E> Closure<E> exceptionClosure() {
        return ExceptionClosure.<E>exceptionClosure();
    }","  public void test21()  throws Throwable  {
      Closure<UniquePredicate<SwitchClosure>> closure0 = ClosureUtils.exceptionClosure();
}"
22,"    public static <E> Closure<E> ifClosure(final Predicate<? super E> predicate,
                                           final Closure<? super E> trueClosure) {
        return IfClosure.<E>ifClosure(predicate, trueClosure);
    }","  public void test22()  throws Throwable  {
      LinkedList<InstanceofPredicate> linkedList0 = new LinkedList<InstanceofPredicate>();
      Predicate<Object> predicate0 = OnePredicate.onePredicate((Collection<? extends Predicate<? super Object>>) linkedList0);
      Closure<Object> closure0 = ClosureUtils.nopClosure();
      ForClosure<Object> forClosure0 = new ForClosure<Object>(0, closure0);
      Closure<Object> closure1 = ClosureUtils.ifClosure((Predicate<? super Object>) predicate0, (Closure<? super Object>) forClosure0, (Closure<? super Object>) closure0);
}"
23,"    public static <E> Closure<E> whileClosure(final Predicate<? super E> predicate, final Closure<? super E> closure) {
        return WhileClosure.<E>whileClosure(predicate, closure, false);
    }","  public void test23()  throws Throwable  {
      EqualPredicate<Object> equalPredicate0 = new EqualPredicate<Object>(""org.apache.commons.collections4.ClosureUtils"");
      HashMap<Predicate<Object>, Closure<Object>> hashMap0 = new HashMap<Predicate<Object>, Closure<Object>>();
      Closure<Object> closure0 = ClosureUtils.switchClosure((Map<Predicate<Object>, Closure<Object>>) hashMap0);
      Closure<Object> closure1 = ClosureUtils.whileClosure((Predicate<? super Object>) equalPredicate0, (Closure<? super Object>) closure0);
}"
24,"    public static <T> T get(final Enumeration<T> e, final int index) {
        int i = index;
        CollectionUtils.checkIndexBounds(i);
        while (e.hasMoreElements()) {
            i--;
            if (i == -1) {
                return e.nextElement();
            }
            e.nextElement();
        }
        throw new IndexOutOfBoundsException(""Entry does not exist: "" + i);
    }","  public void test0()  throws Throwable  {
      Enumeration<Integer> enumeration0 = (Enumeration<Integer>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      Enumeration<String> enumeration1 = (Enumeration<String>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      doReturn(true, false).when(enumeration1).hasMoreElements();
      doReturn((Object) null).when(enumeration1).nextElement();
      // Undeclared exception!
      try { 
        EnumerationUtils.get(enumeration1, 3552);
        fail(""Expecting exception: IndexOutOfBoundsException"");
      } catch(IndexOutOfBoundsException e) {
         //
         // Entry does not exist: 3551
         //
         verifyException(""org.apache.commons.collections4.EnumerationUtils"", e);
      }
  }"
25,"    public static <E> List<E> toList(final Enumeration<? extends E> enumeration) {
        return IteratorUtils.toList(new EnumerationIterator<>(enumeration));
    }","  public void test1()  throws Throwable  {
      boolean boolean0 = true;
      Enumeration<String> enumeration0 = (Enumeration<String>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      doReturn(true, false).when(enumeration0).hasMoreElements();
      doReturn((Object) null).when(enumeration0).nextElement();
      EnumerationUtils.toList((Enumeration<? extends String>) enumeration0);
      Enumeration<String> enumeration1 = (Enumeration<String>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      doReturn(boolean0, false).when(enumeration1).hasMoreElements();
      doReturn((Object) null).when(enumeration1).nextElement();
      EnumerationUtils.toList((Enumeration<?>) enumeration1);
      boolean boolean1 = false;
      Enumeration<String> enumeration2 = (Enumeration<String>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      doReturn(boolean1).when(enumeration2).hasMoreElements();
      EnumerationUtils.toList((Enumeration<? extends String>) enumeration2);
      String string0 = ""Dt:el(f; 4b,B"";
      String string1 = ""2' *PJI:|"";
      StringTokenizer stringTokenizer0 = new StringTokenizer(string0, string1);
      String string2 = ""add() not supported for empty Iterator"";
      stringTokenizer0.nextToken(string2);
      stringTokenizer0.nextElement();
      stringTokenizer0.hasMoreElements();
      EnumerationUtils.toList(stringTokenizer0);
      Enumeration<Integer> enumeration3 = (Enumeration<Integer>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      // Undeclared exception!
      try { 
        stringTokenizer0.nextToken();
        fail(""Expecting exception: NoSuchElementException"");
      } catch(NoSuchElementException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.StringTokenizer"", e);
      }
  }"
26,"    public static <E> List<E> toList(final Enumeration<? extends E> enumeration) {
        return IteratorUtils.toList(new EnumerationIterator<>(enumeration));
    }","  public void test2()  throws Throwable  {
      String string0 = ""'9r8.nToY23"";
      StringTokenizer stringTokenizer0 = new StringTokenizer(""'9r8.nToY23"", ""_GrP(#62(hnInMC>"", false);
      stringTokenizer0.hasMoreElements();
      stringTokenizer0.hasMoreTokens();
      stringTokenizer0.nextToken();
      stringTokenizer0.nextElement();
      EnumerationUtils.get((Enumeration<Object>) stringTokenizer0, 1);
      EnumerationUtils.toList(stringTokenizer0);
      // Undeclared exception!
      try { 
        stringTokenizer0.nextElement();
        fail(""Expecting exception: NoSuchElementException"");
      } catch(NoSuchElementException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.StringTokenizer"", e);
      }
  }"
27,"    public static <T> T get(final Enumeration<T> e, final int index) {
        int i = index;
        CollectionUtils.checkIndexBounds(i);
        while (e.hasMoreElements()) {
            i--;
            if (i == -1) {
                return e.nextElement();
            }
            e.nextElement();
        }
        throw new IndexOutOfBoundsException(""Entry does not exist: "" + i);
    }","  public void test3()  throws Throwable  {
      StringTokenizer stringTokenizer0 = new StringTokenizer(""5Cb:2w1u"", """");
      // Undeclared exception!
      try { 
        EnumerationUtils.get((Enumeration<Object>) stringTokenizer0, 2531);
        fail(""Expecting exception: IndexOutOfBoundsException"");
      } catch(IndexOutOfBoundsException e) {
         //
         // Entry does not exist: 2530
         //
         verifyException(""org.apache.commons.collections4.EnumerationUtils"", e);
      }
  }"
28,"    public static <E> List<E> toList(final Enumeration<? extends E> enumeration) {
        return IteratorUtils.toList(new EnumerationIterator<>(enumeration));
    }","  public void test4()  throws Throwable  {
      StringTokenizer stringTokenizer0 = new StringTokenizer(""org.apache.commons.collections4.iterators.EmptyListIterator"");
      stringTokenizer0.nextToken();
      EnumerationUtils.toList(stringTokenizer0);
      stringTokenizer0.hasMoreTokens();
      EnumerationUtils.toList(stringTokenizer0);
      Enumeration<Integer> enumeration0 = null;
      // Undeclared exception!
      try { 
        EnumerationUtils.toList((Enumeration<? extends Integer>) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
      }
  }"
29,"    public static <E> List<E> toList(final Enumeration<? extends E> enumeration) {
        return IteratorUtils.toList(new EnumerationIterator<>(enumeration));
    }","  public void test5()  throws Throwable  {
      Enumeration<Integer> enumeration0 = (Enumeration<Integer>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      doReturn(false).when(enumeration0).hasMoreElements();
      EnumerationUtils.toList((Enumeration<?>) enumeration0);
      StringTokenizer stringTokenizer0 = new StringTokenizer("""", (String) null);
      // Undeclared exception!
      try { 
        EnumerationUtils.toList(stringTokenizer0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.StringTokenizer"", e);
      }
  }"
30,"    public static <E> List<E> toList(final Enumeration<? extends E> enumeration) {
        return IteratorUtils.toList(new EnumerationIterator<>(enumeration));
    }","  public void test6()  throws Throwable  {
      StringTokenizer stringTokenizer0 = new StringTokenizer(""VK!/"", """");
      List<Object> list0 = EnumerationUtils.toList((Enumeration<?>) stringTokenizer0);
}"
31,"    public static <T> T get(final Enumeration<T> e, final int index) {
        int i = index;
        CollectionUtils.checkIndexBounds(i);
        while (e.hasMoreElements()) {
            i--;
            if (i == -1) {
                return e.nextElement();
            }
            e.nextElement();
        }
        throw new IndexOutOfBoundsException(""Entry does not exist: "" + i);
    }","  public void test7()  throws Throwable  {
      StringTokenizer stringTokenizer0 = new StringTokenizer(""#"");
      stringTokenizer0.hasMoreElements();
      stringTokenizer0.nextElement();
      stringTokenizer0.hasMoreElements();
      EnumerationUtils.toList(stringTokenizer0);
      Enumeration<String> enumeration0 = null;
      int int0 = 1;
      // Undeclared exception!
      try { 
        EnumerationUtils.get((Enumeration<String>) null, 1);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
      }
  }"
32,"    public static <E> List<E> toList(final Enumeration<? extends E> enumeration) {
        return IteratorUtils.toList(new EnumerationIterator<>(enumeration));
    }","  public void test8()  throws Throwable  {
      Enumeration<Integer> enumeration0 = (Enumeration<Integer>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      doReturn(false).when(enumeration0).hasMoreElements();
      List<Integer> list0 = EnumerationUtils.toList((Enumeration<? extends Integer>) enumeration0);
}"
33,"    public static <K, V> Trie<K, V> unmodifiableTrie(final Trie<K, ? extends V> trie) {
        return UnmodifiableTrie.unmodifiableTrie(trie);
    }","  public void test0()  throws Throwable  {
      PatriciaTrie<String> patriciaTrie0 = new PatriciaTrie<String>();
      Trie<String, String> trie0 = TrieUtils.unmodifiableTrie((Trie<String, ? extends String>) patriciaTrie0);
}"
34,"    public static <K, V> Trie<K, V> unmodifiableTrie(final Trie<K, ? extends V> trie) {
        return UnmodifiableTrie.unmodifiableTrie(trie);
    }","  public void test1()  throws Throwable  {
      // Undeclared exception!
      try { 
        TrieUtils.unmodifiableTrie((Trie<Object, ? extends Integer>) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // Trie must not be null
         //
         verifyException(""org.apache.commons.collections4.trie.UnmodifiableTrie"", e);
      }
  }"
35,"    public static <T> Factory<T> prototypeFactory(final T prototype) {
        return PrototypeFactory.<T>prototypeFactory(prototype);
    }","  public void test0()  throws Throwable  {
      Factory<String> factory0 = FactoryUtils.prototypeFactory(""org.apache.commons.collections4.functors.ConstantFactory"");
      // Undeclared exception!
      try { 
        FactoryUtils.prototypeFactory((Object) factory0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // The prototype must be cloneable via a public clone method
         //
         verifyException(""org.apache.commons.collections4.functors.PrototypeFactory"", e);
      }
  }"
36,"    public static <T> Factory<T> instantiateFactory(final Class<T> classToInstantiate) {
        return InstantiateFactory.instantiateFactory(classToInstantiate, null, null);
    }","  public void test1()  throws Throwable  {
      // Undeclared exception!
      try { 
        FactoryUtils.instantiateFactory((Class<String>) null, (Class<?>[]) null, (Object[]) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // Class to instantiate must not be null
         //
         verifyException(""org.apache.commons.collections4.functors.InstantiateFactory"", e);
      }
  }"
